features,recall,precision,f1,n_features
"['V4', 'V10', 'V12', 'V11', 'V5', 'V21']",0.9285714285714286,0.05352941176470588,0.10122358175750834,6
"['V4', 'V10', 'V12', 'V11', 'V5', 'V1']",0.9285714285714286,0.051354401805869074,0.09732620320855614,6
"['V4', 'V10', 'V12', 'V11', 'V21', 'V1']",0.9285714285714286,0.04986301369863014,0.09464378575143005,6
"['V12', 'V14', 'V4', 'V20']",0.9285714285714286,0.050980392156862744,0.09665427509293681,4
"['V12', 'V14', 'V4', 'V21']",0.9285714285714286,0.051066217732884396,0.09680851063829787,4
"['V12', 'V14', 'V4', 'V1', 'V2']",0.9285714285714286,0.05202973127501429,0.09853817000541419,5
"['V12', 'V14', 'V4', 'V1', 'V3']",0.9285714285714286,0.05100896860986547,0.09670563230605739,5
"['V12', 'V14', 'V4', 'V1', 'V5']",0.9285714285714286,0.05044345898004435,0.09568874868559411,5
"['V12', 'V14', 'V4', 'V1', 'V6']",0.9285714285714286,0.051209904333145755,0.09706666666666666,5
"['V12', 'V14', 'V4', 'V1', 'V7']",0.9285714285714286,0.05132543711223914,0.09727418492784608,5
"['V12', 'V14', 'V4', 'V1', 'V8']",0.9285714285714286,0.051094890510948905,0.09686003193187866,5
"['V12', 'V14', 'V4', 'V1', 'V9']",0.9285714285714286,0.0523590333716916,0.09912854030501089,5
"['V4', 'V14', 'V12', 'V8', 'V17', 'V11']",0.9285714285714286,0.056346749226006194,0.10624635143023935,6
"['V12', 'V14', 'V4', 'V1', 'V11']",0.9285714285714286,0.05788804071246819,0.1089820359281437,5
"['V4', 'V14', 'V12', 'V8', 'V17', 'V20']",0.9285714285714286,0.051066217732884396,0.09680851063829787,6
"['V12', 'V14', 'V4', 'V1', 'V17']",0.9285714285714286,0.05161656267725468,0.09779688339602365,5
"['V12', 'V14', 'V4', 'V1', 'V18']",0.9285714285714286,0.05112359550561798,0.09691160809371673,5
"['V12', 'V14', 'V4', 'V1', 'V19']",0.9285714285714286,0.051822323462414575,0.09816612729234088,5
"['V12', 'V14', 'V4', 'V1', 'V20']",0.9285714285714286,0.052479815455594,0.09934497816593886,5
"['V12', 'V14', 'V4', 'V1', 'V21']",0.9285714285714286,0.05188141391106044,0.09827213822894168,5
"['V12', 'V14', 'V4', 'V19']",0.9285714285714286,0.05066815144766147,0.09609292502639916,4
"['V12', 'V14', 'V4', 'V18']",0.9285714285714286,0.050387596899224806,0.09558823529411764,4
"['V12', 'V14', 'V4', 'V17']",0.9285714285714286,0.051181102362204724,0.09701492537313433,4
"['V12', 'V14', 'V4', 'V1']",0.9285714285714286,0.052510098095787654,0.099399235390497,4
"['V4', 'V10', 'V12', 'V5', 'V21', 'V1']",0.9285714285714286,0.04845580404685836,0.09210526315789473,6
"['V4', 'V10', 'V8', 'V17', 'V11', 'V5']",0.9285714285714286,0.05569155446756426,0.10508083140877598,6
"['V4', 'V10', 'V8', 'V17', 'V11', 'V21']",0.9285714285714286,0.052692530399536766,0.09972602739726028,6
"['V4', 'V10', 'V8', 'V17', 'V11', 'V1']",0.9285714285714286,0.05220883534136546,0.09885931558935361,6
"['V4', 'V10', 'V8', 'V11', 'V21', 'V1']",0.9285714285714286,0.05138339920948617,0.09737827715355805,6
"['V4', 'V16', 'V14', 'V12', 'V8', 'V1']",0.9285714285714286,0.053341148886283704,0.1008869179600887,6
"['V12', 'V14', 'V4']",0.9285714285714286,0.05103757711721817,0.09675704412546518,3
"['V12', 'V14', 'V4', 'V2']",0.9285714285714286,0.05188141391106044,0.09827213822894168,4
"['V12', 'V14', 'V4', 'V11']",0.9285714285714286,0.05501813784764208,0.10388127853881278,4
"['V12', 'V14', 'V4', 'V3']",0.9285714285714286,0.04881974248927039,0.09276248725790011,4
"['V12', 'V14', 'V4', 'V5']",0.9285714285714286,0.050137741046831955,0.09513852587558808,4
"['V12', 'V14', 'V4', 'V6']",0.9285714285714286,0.051066217732884396,0.09680851063829787,4
"['V12', 'V14', 'V4', 'V7']",0.9285714285714286,0.050555555555555555,0.0958904109589041,4
"['V12', 'V14', 'V4', 'V8']",0.9285714285714286,0.0509518477043673,0.09660297239915075,4
"['V12', 'V14', 'V4', 'V9']",0.9285714285714286,0.05103757711721817,0.09675704412546518,4
"['V12', 'V14', 'V4', 'V10']",0.9285714285714286,0.05726872246696035,0.1078838174273859,4
"['V12', 'V14', 'V4', 'V1', 'V2', 'V3', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V21']",0.9285714285714286,0.0540701128936423,0.10218978102189781,13
"['V12', 'V14', 'V4', 'V1', 'V2', 'V3', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V17']",0.9285714285714286,0.057777777777777775,0.1087866108786611,14
"['V4', 'V10', 'V14', 'V12', 'V8', 'V17', 'V5', 'V21']",0.9285714285714286,0.05655686761963953,0.10661980082015231,8
"['V4', 'V10', 'V12', 'V8', 'V17', 'V5', 'V21']",0.9285714285714286,0.04866310160427807,0.09247967479674797,7
"['V4', 'V10', 'V12', 'V8', 'V17', 'V11', 'V21']",0.9285714285714286,0.04843001596593933,0.09205867475973697,7
"['V4', 'V10', 'V12', 'V8', 'V17', 'V11', 'V5']",0.9285714285714286,0.05191100969766115,0.09832522960561858,7
"['V4', 'V10', 'V11', 'V21']",0.9285714285714286,0.05416666666666667,0.10236220472440945,4
"['V4', 'V10', 'V16', 'V12', 'V8', 'V17', 'V11']",0.9285714285714286,0.04556835252879319,0.08687350835322195,7
"['V4', 'V10', 'V16', 'V12', 'V8', 'V17', 'V5']",0.9285714285714286,0.04727272727272727,0.08996539792387544,7
"['V4', 'V10', 'V12', 'V1']",0.9285714285714286,0.0457286432160804,0.0871647509578544,4
"['V4', 'V10', 'V12', 'V21']",0.9285714285714286,0.048327137546468404,0.09187279151943463,4
"['V4', 'V10', 'V12', 'V5']",0.9285714285714286,0.04802110817941953,0.09131961866532864,4
"['V4', 'V10', 'V16', 'V12', 'V8', 'V17', 'V21']",0.9285714285714286,0.04476143630103296,0.08540591271703425,7
"['V4', 'V10', 'V12', 'V11']",0.9285714285714286,0.04967248908296943,0.09430051813471503,4
"['V4', 'V10', 'V12', 'V17']",0.9285714285714286,0.04469548133595285,0.08528584817244611,4
"['V4', 'V10', 'V12', 'V8']",0.9285714285714286,0.04628687690742624,0.08817829457364341,4
"['V4', 'V10', 'V16', 'V12', 'V8', 'V17', 'V1']",0.9285714285714286,0.04454233969652472,0.085007006071929,7
"['V4', 'V10', 'V16', 'V12', 'V8', 'V11', 'V5']",0.9285714285714286,0.04924242424242424,0.09352517985611511,7
"['V4', 'V10', 'V16', 'V12', 'V8', 'V11', 'V21']",0.9285714285714286,0.04863709246392304,0.09243270695784662,7
"['V4', 'V10', 'V16', 'V12', 'V8', 'V11', 'V1']",0.9285714285714286,0.04779411764705882,0.09090909090909091,7
"['V4', 'V10', 'V14', 'V12', 'V20', 'V5', 'V1']",0.9285714285714286,0.05967213114754098,0.11213801601971657,7
"['V4', 'V10', 'V12', 'V8', 'V17', 'V11', 'V1']",0.9285714285714286,0.04751958224543081,0.09041231992051664,7
"['V4', 'V10', 'V12', 'V8', 'V17', 'V5', 'V1']",0.9285714285714286,0.04900376952073236,0.09309462915601023,7
"['V4', 'V14', 'V12', 'V11']",0.9285714285714286,0.05501813784764208,0.10388127853881278,4
"['V4', 'V10', 'V12', 'V8', 'V17', 'V21', 'V1']",0.9285714285714286,0.045705675539929685,0.08712302537099091,7
"['V4', 'V14', 'V12', 'V17']",0.9285714285714286,0.051181102362204724,0.09701492537313433,4
"['V4', 'V14', 'V12', 'V8']",0.9285714285714286,0.0509518477043673,0.09660297239915075,4
"['V4', 'V16', 'V14', 'V12', 'V8', 'V20', 'V1']",0.9285714285714286,0.053560918187168925,0.10127991096271564,7
"['V4', 'V16', 'V14', 'V12', 'V8', 'V17', 'V1']",0.9285714285714286,0.05241935483870968,0.09923664122137404,7
"['V4', 'V10', 'V8', 'V17', 'V11', 'V21', 'V1']",0.9285714285714286,0.052662037037037035,0.09967141292442497,7
"['V4', 'V10', 'V8', 'V17', 'V11', 'V5', 'V1']",0.9285714285714286,0.05569155446756426,0.10508083140877598,7
"['V4', 'V10', 'V8', 'V17', 'V11', 'V5', 'V21']",0.9285714285714286,0.05565749235474006,0.10502019619157531,7
"['V4', 'V10', 'V12', 'V11', 'V5', 'V21', 'V1']",0.9285714285714286,0.052089295935890095,0.0986449864498645,7
"['V4', 'V10', 'V12', 'V11', 'V20', 'V5', 'V21']",0.9285714285714286,0.05781448538754765,0.10885167464114832,7
"['V4', 'V10', 'V12', 'V17', 'V5', 'V21', 'V1']",0.9285714285714286,0.04822469528351881,0.09168765743073048,7
"['V4', 'V10', 'V12', 'V17', 'V11', 'V21', 'V1']",0.9285714285714286,0.047743966421825816,0.09081836327345309,7
"['V4', 'V10', 'V12', 'V17', 'V11', 'V5', 'V1']",0.9285714285714286,0.05002748763056625,0.09494001043296818,7
"['V4', 'V10', 'V12', 'V17', 'V11', 'V5', 'V21']",0.9285714285714286,0.052662037037037035,0.09967141292442497,7
"['V4', 'V10', 'V12', 'V8', 'V5', 'V21', 'V1']",0.9285714285714286,0.04797047970479705,0.0912280701754386,7
"['V4', 'V10', 'V12', 'V8', 'V11', 'V21', 'V1']",0.9285714285714286,0.04889844169801182,0.09290454313425217,7
"['V4', 'V10', 'V12', 'V8', 'V11', 'V5', 'V1']",0.9285714285714286,0.049890350877192985,0.09469302809573361,7
"['V4', 'V10', 'V12', 'V8', 'V11', 'V5', 'V21']",0.9285714285714286,0.051528878822197054,0.09763948497854077,7
"['V4', 'V10', 'V14', 'V12', 'V20', 'V5', 'V21']",0.9285714285714286,0.06026490066225165,0.11318407960199005,7
"['V4', 'V10', 'V14', 'V12']",0.9285714285714286,0.05726872246696035,0.1078838174273859,4
"['V4', 'V10', 'V14', 'V12', 'V11', 'V5', 'V21']",0.9285714285714286,0.0573408947700063,0.10801186943620178,7
"['V4', 'V10', 'V14', 'V12', 'V11', 'V20', 'V1']",0.9285714285714286,0.061611374407582936,0.11555555555555555,7
